,index,Unnamed: 0,Headline,Subheader,Section,Date,URL,Category
0,1143,38,BEVARE! BEVARE! IT'S LUGOSI,Fake case studies of transsexual and transvestite.,Movies,1981-05-22,/1981/05/22/movies/bevare-bevare-it-s-lugosi.html?searchResultPosition=148,Arts
1,1109,4,TRANSSEXUAL CONVICT WINS,,U.S.,1983-04-16,/1983/04/16/us/transsexual-convict-wins.html?searchResultPosition=6,US New
2,1113,8,Transsexual Sues for Old Job,,U.S.,1983-09-27,/1983/09/27/us/transsexual-sues-for-old-job.html?searchResultPosition=10,US New
3,1110,5,AROUND THE NATION; Transsexual's Marriage Challenged in Texas,,U.S.,1983-10-11,/1983/10/11/us/around-the-nation-transsexual-s-marriage-challenged-in-texas.html?searchResultPosition=7,US New
4,1118,13,JUDGE TELLS EASTERN AIRLINES TO REHIRE TRANSSEXUAL PILOT,,U.S.,1983-12-29,/1983/12/29/us/judge-tells-eastern-airlines-to-rehire-transsexual-pilot.html?searchResultPosition=21,US New
5,1108,3,Transsexual Loses Election,,New York,1985-07-09,/1985/07/09/nyregion/transsexual-loses-election.html?searchResultPosition=5,US New
6,1112,7,TRANSSEXUAL PLANS FUTURE IN LEGION,"THE American Legion has not seen the last of its well-publicized transsexual, Bridgette Poi.",Connecticut,1985-07-14,/1985/07/14/nyregion/transsexual-plans-future-in-legion.html?searchResultPosition=9,US New
7,1107,2,HARRY BENJAMIN DIES AT 101; SPECIALIST IN TRANSSEXUALISM,,Obituaries,1986-08-27,/1986/08/27/obituaries/harry-benjamin-dies-at-101-specialist-in-transsexualism.html?searchResultPosition=4,Life
8,1142,37,'Garments the Living Wear',"In this transvestite-transsexual comedy of gay mannerism, a drawing room extravaganza collides with a riff on the Southern gospel tradition.",Books,1989-10-29,/1989/10/29/books/garments-the-living-wear.html?searchResultPosition=142,Arts
9,1146,41,Dragtime,"VESTED INTERESTS

Cross-Dressing & Cultural Anxiety.
By Marjorie Garber.
Illustrated. 443 pp. New York: Routledge. $35.",Book Review,1991-12-15,/1991/12/15/books/dragtime.html?searchResultPosition=242,Arts
10,1147,42,Books of The Times; Why Transvestites Make Other People Nervous,,Books,1992-01-24,/1992/01/24/books/books-of-the-times-why-transvestites-make-other-people-nervous.html?searchResultPosition=249,Arts
11,1145,40,THEATER REVIEW;A Transvestite's Life In a One-Person Show,,Theater,1994-07-01,/1994/07/01/theater/theater-review-a-transvestite-s-life-in-a-one-person-show.html?searchResultPosition=217,Arts
12,1140,35,FILM; Selling a Transvestite Musical Set in the Outback,,Movies,1994-08-07,/1994/08/07/movies/film-selling-a-transvestite-musical-set-in-the-outback.html?searchResultPosition=121,Arts
13,1607,2,"NEIGHBORHOOD REPORT: MIDTOWN;
The Perilous Times of Transgender Youth",His mother wouldn't recognize him if they passed each another on the street.,The City,1995-06-18,/1995/06/18/nyregion/neighborhood-report-midtown-the-perilous-times-of-transgender-youth.html?searchResultPosition=3,Misc
14,1129,24,"NEIGHBORHOOD REPORT: MIDTOWN;
The Perilous Times of Transgender Youth",His mother wouldn't recognize him if they passed each another on the street.,The City,1995-06-18,/1995/06/18/nyregion/neighborhood-report-midtown-the-perilous-times-of-transgender-youth.html?searchResultPosition=59,Misc
15,1111,6,NEW JERSEY DAILY BRIEFING; Transsexual Indicted in Murder,,New York,1995-06-22,/1995/06/22/nyregion/new-jersey-daily-briefing-transsexual-indicted-in-murder.html?searchResultPosition=8,US New
16,1614,9,Transgender Community Must Cope With Bigotry,,New York,1995-07-30,/1995/07/30/nyregion/l-transgender-community-must-cope-with-bigotry-260095.html?searchResultPosition=10,US New
17,1613,8,Transgender Community Must Cope With Bigotry,,New York,1995-07-30,/1995/07/30/nyregion/l-transgender-community-must-cope-with-bigotry-250495.html?searchResultPosition=9,US New
18,1630,25,NEIGHBORHOOD REPORT: MIDTOWN;Transsexuals' Dual Risk of AIDS,,New York,1996-04-14,/1996/04/14/nyregion/neighborhood-report-midtown-transsexuals-dual-risk-of-aids.html?searchResultPosition=70,US New
19,1150,45,Separating Gay and 'Transgender' Issues,Stephen H Miller comments on Sept 8 article on campaign by transsexuals for respect (S),Opinion,1996-09-11,/1996/09/11/opinion/l-separating-gay-and-transgender-issues-283185.html?searchResultPosition=416,Life
20,1611,6,Separating Gay and 'Transgender' Issues,Christopher Ott letter disputes Sept 8 article on campaign by transsexuals for respect (S),Opinion,1996-09-11,/1996/09/11/opinion/l-separating-gay-and-transgender-issues-283193.html?searchResultPosition=7,Life
21,1612,7,Separating Gay and 'Transgender' Issues,Stephen H Miller comments on Sept 8 article on campaign by transsexuals for respect (S),Opinion,1996-09-11,/1996/09/11/opinion/l-separating-gay-and-transgender-issues-283185.html?searchResultPosition=8,Life
22,1153,48,Separating Gay and 'Transgender' Issues,Christopher Ott letter disputes Sept 8 article on campaign by transsexuals for respect (S),Opinion,1996-09-11,/1996/09/11/opinion/l-separating-gay-and-transgender-issues-283193.html?searchResultPosition=423,Life
23,1121,16,Transsexuals and Law,David B Cruz letter disputes Stephen H Miller's Sept 11 letter on states' recognition of male-to-female transexual marriages (S),Opinion,1996-09-16,/1996/09/16/opinion/l-transsexuals-and-law-321583.html?searchResultPosition=25,Life
24,1123,18,Plea for the 'Transgendered',,New York,1996-12-02,/1996/12/02/nyregion/plea-for-the-transgendered.html?searchResultPosition=32,US New
25,1141,36,A Rebel Whose Dolls Embodied Her Demons,"Article by Nan Goldin on works of late transsexual artist Greer Lankton, whose art featured life-size dolls; photos (L)",Arts,1996-12-22,/1996/12/22/arts/a-rebel-whose-dolls-embodied-her-demons.html?searchResultPosition=123,Arts
26,1130,25,"FILM REVIEW; He's Loud and Boorish, She's Shy, for Starters",Dating a transsexual. Excellent Mackintosh.,Movies,1997-09-12,/1997/09/12/movies/film-review-he-s-loud-and-boorish-she-s-shy-for-starters.html?searchResultPosition=60,Arts
27,1127,22,"NEIGHBORHOOD REPORT: CLINTON; Club, It Seems, Isn't Dead Yet","Neighborhood residents fear that legal technicality may lead to reopening of Club Edelweiss, nightclub popular with transvestites and transsexuals in Clinton secton of Manhattan; photo (M)",New York,1997-10-26,/1997/10/26/nyregion/neighborhood-report-clinton-club-it-seems-isn-t-dead-yet.html?searchResultPosition=48,US New
28,1149,44,FILM; A Gender-Bending Movie With a Message for All,"Interview with Alain Berliner, director of film Ma Vie en Rose; photo (M)",Movies,1997-12-21,/1997/12/21/movies/film-a-gender-bending-movie-with-a-message-for-all.html?searchResultPosition=312,Arts
29,1137,32,NEIGHBORHOOD REPORT: CLINTON -- UPDATE; Embattled Bar Loses a Round,"State Liquor Authority closes down Club Edelweiss on 11th Avenue in Clinton area of midtown Manhattan, to delight of nearby residents; bar catered to transvestites and has history of prostitution arrests; owner is appealing, charging 'homophobic conspiracy' (S)",New York,1998-04-05,/1998/04/05/nyregion/neighborhood-report-clinton-update-embattled-bar-loses-a-round.html?searchResultPosition=103,US New
30,1126,21,"SUNDAY: APRIL 19, 1998: MUSIC; Go, Girl!","Dana International, transsexual diva, will represent Israel at international song contest, Birmingham, Eng; religious members of Israeli Parliament have called for ban on her performing there; photo (M)",Magazine,1998-04-19,/1998/04/19/magazine/sunday-april-19-1998-music-go-girl.html?searchResultPosition=45,Misc
31,1139,34,"THEATER REVIEW; Briefly, a New Hedwig, but the Same Self-Discovery",Peter Marks reviews pop-rock musical Hedwig and the Angry Itch with Michael Cerveris in transsexual role created by Cameron Mitchell; photo (S),Movies,1998-07-24,/1998/07/24/movies/theater-review-briefly-a-new-hedwig-but-the-same-self-discovery.html?searchResultPosition=114,Arts
32,1151,46,His Debut As a Woman,"Diana Ellaborn letter comments on September 13 profile of concert pianist Sara Davis Buechner, who is transsexual",Magazine,1998-10-04,/1998/10/04/magazine/l-his-debut-as-a-woman-082295.html?searchResultPosition=417,Misc
33,1152,47,His Debut As a Woman,"Sharon Mahar Potter letter comments on September 13 profile of concert pianist Sara Davis Buechner, who is transsexual",Magazine,1998-10-04,/1998/10/04/magazine/l-his-debut-as-a-woman-082287.html?searchResultPosition=422,Misc
34,1628,23,"PUBLIC LIVES; Issues of Gender, From Pronouns to Murder","Public Lives profile of Riki Anne Wilchins, author and transsexual who is one of most prominent advocates in country for 'gender rights'; photo (M)",New York,1999-06-11,/1999/06/11/nyregion/public-lives-issues-of-gender-from-pronouns-to-murder.html?searchResultPosition=52,US New
35,1125,20,"PUBLIC LIVES; Issues of Gender, From Pronouns to Murder","Public Lives profile of Riki Anne Wilchins, author and transsexual who is one of most prominent advocates in country for 'gender rights'; photo (M)",New York,1999-06-11,/1999/06/11/nyregion/public-lives-issues-of-gender-from-pronouns-to-murder.html?searchResultPosition=43,US New
36,1634,29,REVISIONS; Singers Whose Art Transcends the Songs They Sing,"Revisions column by Margo Jefferson examines two recent recordings, by gospel singer Marion Williams and by jazz singer Cassandra Wilson, as case studies in interpretation and composition; photos (M)",Arts,1999-06-14,/1999/06/14/arts/revisions-singers-whose-art-transcends-the-songs-they-sing.html?searchResultPosition=118,Arts
37,1119,14,A Transsexual Economist's 2d Transition; She Says Gender Determines One's Approach to Her Field,,Arts,1999-06-19,/1999/06/19/arts/transsexual-economist-s-2d-transition-she-says-gender-determines-one-s-approach.html?searchResultPosition=22,Arts
38,1625,20,Lives; 'I Never Thought I Was Going to Be a Part of Gay History',"Sylvia Rivera describes her descent into drugs and homelessness after playing a lead role in Stonewall Riots of 1969, when she was a 17-year-old drag queen; now lives in Transgender House in Brooklyn and is off drugs; photo (M)",Magazine,1999-06-27,/1999/06/27/magazine/lives-i-never-thought-i-was-going-to-be-a-part-of-gay-history.html?searchResultPosition=41,Misc
39,1131,26,"A Place for Friends, And Not for Prejudice","Camp Mountain Meadow in Newfield, NJ, which operates for two weeks every Aug, was created in 1992 to give children whose parents are gay, lesbian or transsexual place where they can be themselves without fear; 67 children, ages 9 to 16, attended camp this year; photos (M)",New York,1999-08-23,/1999/08/23/nyregion/a-place-for-friends-and-not-for-prejudice.html?searchResultPosition=66,US New
40,1128,23,"Beijing Journal; As China Changes, a Sex Change Can Bring Fame","Interview with dancer/choreographer Jin Xing, who is among growing number of transsexuals in China and first to speak openly about her sex change; she has become a celebrity; photo (M)",World,1999-09-14,/1999/09/14/world/beijing-journal-as-china-changes-a-sex-change-can-bring-fame.html?searchResultPosition=53,World News
41,1154,49,On Gender Identity,"Letter from Riki Anne Wilchins (GenderPAC) takes exception to Dec 9 news article referring to late Pfc Barry Winchell's companion, Calpernia Addams, as 'female impersonator'; holds Addams is a male-to-female transsexual who lives full time as a woman",Opinion,1999-12-15,/1999/12/15/opinion/l-on-gender-identity-890804.html?searchResultPosition=424,Life
42,1631,26,FILM REVIEW; Their Gender Will Bend Every Which Way It Can,,Movies,2000-02-04,/2000/02/04/movies/film-review-their-gender-will-bend-every-which-way-it-can.html?searchResultPosition=91,Arts
43,1138,33,FILM REVIEW; Their Gender Will Bend Every Which Way It Can,,Movies,2000-02-04,/2000/02/04/movies/film-review-their-gender-will-bend-every-which-way-it-can.html?searchResultPosition=108,Arts
44,1144,39,Illinois Mulls New Tactic Over Violence Based on Sex,"Illinois legislature is considering what could become first state law specifically tailored to allow victims of wife-beating, gay-bashing and other violence based on gender or sexual orientation to sue their attackers; Gov George Ryan supports bill (M)",U.S.,2000-02-09,/2000/02/09/us/illinois-mulls-new-tactic-over-violence-based-on-sex.html?searchResultPosition=181,US New
45,1122,17,Outbreak of TB Afflicts Transgender People,,New York,2000-04-21,/2000/04/21/nyregion/outbreak-of-tb-afflicts-transgender-people.html?searchResultPosition=28,US New
46,1606,1,Outbreak of TB Afflicts Transgender People,,New York,2000-04-21,/2000/04/21/nyregion/outbreak-of-tb-afflicts-transgender-people.html?searchResultPosition=2,US New
47,1124,19,He/She's So Fine,Louis Bayard reviews book Trans-Sister Radio by Chris Bohjalian (M),Books,2000-06-04,/2000/06/04/books/he-she-s-so-fine.html?searchResultPosition=38,Arts
48,1629,24,NEIGHBORHOOD REPORT: NEW YORK UP CLOSE; New Bias Frontier: A Council Bill Aims to Protect the Transgendered,"Members of New York City Council introduce legislation to broaden city's human rights law to protect Diana Vargas and other transgendered or gender variant people from discrimination in employment, public accommodations, housing, credit and education; Vargas comments; photo (M)",New York,2000-06-11,/2000/06/11/nyregion/neighborhood-report-new-york-up-close-new-bias-frontier-council-bill-aims.html?searchResultPosition=62,US New
49,1120,15,NEIGHBORHOOD REPORT: NEW YORK UP CLOSE; New Bias Frontier: A Council Bill Aims to Protect the Transgendered,"Members of New York City Council introduce legislation to broaden city's human rights law to protect Diana Vargas and other transgendered or gender variant people from discrimination in employment, public accommodations, housing, credit and education; Vargas comments; photo (M)",New York,2000-06-11,/2000/06/11/nyregion/neighborhood-report-new-york-up-close-new-bias-frontier-council-bill-aims.html?searchResultPosition=23,US New
50,1136,31,An Inconvenient Woman,Dana Korbman letter expresses disappointment at choice of David France's article on transsexual Calpernia Sarah Addams and murder of Pfc Barry Winchell for Memorial Day weekend cover story,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735396.html?searchResultPosition=72,Misc
51,1133,28,An Inconvenient Woman,Ellen Ahmed letter scores presence of another white male on May 28 cover illustrating David France's May 28 article on transsexual Calpernia Sarah Adams and death of Pfc Barry Winchell,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735426.html?searchResultPosition=69,Misc
52,1134,29,An Inconvenient Woman,Michel Baranger letter praises David France's May 28 article on transsexual Calpernia Sarah Addams's courage in face of murder of Pfc Barry Winchell,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735361.html?searchResultPosition=70,Misc
53,1640,35,An Inconvenient Woman,Chelsea Elisabeth Goodwin letter praises David France's May 28 article on transsexual Calpernia Sarah Addams and murder of Pfc Barry Winchell0,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735370.html?searchResultPosition=178,Misc
54,1135,30,An Inconvenient Woman,Robert J Christensen letter on David France's May 28 article praises bravery of transsexual Calpernia Sarah Addams in face of murder of Pfc Barry Winchell,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735388.html?searchResultPosition=71,Misc
55,1132,27,An Inconvenient Woman,Chelsea Elisabeth Goodwin letter praises David France's May 28 article on transsexual Calpernia Sarah Addams and murder of Pfc Barry Winchell0,Magazine,2000-06-18,/2000/06/18/magazine/l-an-inconvenient-woman-735370.html?searchResultPosition=67,Misc
56,1148,43,FILM; One Enfant Terrible Translates Another,"Leslie Camhi reviews French director Francois Ozon's latest film Water Drops on Burning Rocks, which is set to open in New York; photos (M)",Movies,2000-07-09,/2000/07/09/movies/film-one-enfant-terrible-translates-another.html?searchResultPosition=272,Arts
57,1618,13,Watershed of Mourning At the Border of Gender,,New York,2000-07-24,/2000/07/24/nyregion/watershed-of-mourning-at-the-border-of-gender.html?searchResultPosition=18,US New
58,1106,1,Transgender Rights,Editorial urges New York City Council Speaker Peter Vallone to move swiftly to pass bill protecting civil rights of citizens who identify themselves as transgender; urges Mayor Rudolph Giuliani to sign it (S),Opinion,2000-08-29,/2000/08/29/opinion/transgender-rights.html?searchResultPosition=3,Life
59,1605,0,Transgender Rights,Editorial urges New York City Council Speaker Peter Vallone to move swiftly to pass bill protecting civil rights of citizens who identify themselves as transgender; urges Mayor Rudolph Giuliani to sign it (S),Opinion,2000-08-29,/2000/08/29/opinion/transgender-rights.html?searchResultPosition=1,Life
60,1105,0,HEALTH; Medical Center Offers Program Tailored to Gay Patients,"Article on Westchester Medical Center's special program tailored to health needs of gay men, lesbians and the transgendered; photos (M)",New York,2000-10-08,/2000/10/08/nyregion/health-medical-center-offers-program-tailored-to-gay-patients.html?searchResultPosition=2,US New
61,1621,16,GOVERNMENT; New Liaison to Gay Residents: From Rabble Rouser to Bureaucrat,"Profile of Joseph De Filippis, who, after spending his adult life as advocate for gays and lesbians, has become new full-time liaison to lesbian, gay, bisexual and transgender community for Westchester County, NY; photo (M)",New York,2001-02-04,/2001/02/04/nyregion/government-new-liaison-to-gay-residents-from-rabble-rouser-to-bureaucrat.html?searchResultPosition=29,US New
62,1633,28,"FILM REVIEW; Genders That Shift, but Friends Firm as Bedrock",,Movies,2001-02-21,/2001/02/21/movies/film-review-genders-that-shift-but-friends-firm-as-bedrock.html?searchResultPosition=103,Arts
63,158,35,"FILM REVIEW; Genders That Shift, but Friends Firm as Bedrock",,Movies,2001-02-21,/2001/02/21/movies/film-review-genders-that-shift-but-friends-firm-as-bedrock.html?searchResultPosition=71,Arts
64,1626,21,Another Minority Flexes Its Muscle in San Francisco,"Theresa Sparks, newest member of San Francisco Human Rights Commission, and first who is transgendered, says she plans to fight for acceptance of people like her in larger society; says she will fight job discrimination against transgenders; photo (M)",U.S.,2001-02-24,/2001/02/24/us/another-minority-flexes-its-muscle-in-san-francisco.html?searchResultPosition=45,US New
65,166,43,Another Minority Flexes Its Muscle in San Francisco,"Theresa Sparks, newest member of San Francisco Human Rights Commission, and first who is transgendered, says she plans to fight for acceptance of people like her in larger society; says she will fight job discrimination against transgenders; photo (M)",U.S.,2001-02-24,/2001/02/24/us/another-minority-flexes-its-muscle-in-san-francisco.html?searchResultPosition=95,US New
66,1635,30,MAKING BOOKS; Transition Time For Gay Works,,Books,2001-05-10,/2001/05/10/books/making-books-transition-time-for-gay-works.html?searchResultPosition=123,Arts
67,139,16,New Jersey Appeals Court Bars Firing of Transsexual,"New Jersey appeals court rules that transsexuals are protected by state laws against discrimination and says doctor, who is now woman, can sue her former employer for wrongful termination under state's bias laws (M)",New York,2001-07-04,/2001/07/04/nyregion/new-jersey-appeals-court-bars-firing-of-transsexual.html?searchResultPosition=26,US New
68,1616,11,Metro Briefing | New York: Manhattan: Gay Community Center Reopens,"Former Lesbian and Gay Community Services Center in Manhattan reopens and is renamed Lesbian, Gay, Bisexual and Transgender Community Center (S)",New York,2001-07-13,/2001/07/13/nyregion/metro-briefing-new-york-manhattan-gay-community-center-reopens.html?searchResultPosition=13,US New
69,1610,5,National Briefing | New England: Rhode Island: Transgender Discrimination Banned,Rhode Island becomes second state in country to ban transgender discrimination (S),U.S.,2001-07-19,/2001/07/19/us/national-briefing-new-england-rhode-island-transgender-discrimination-banned.html?searchResultPosition=6,US New
70,150,27,National Briefing | New England: Rhode Island: Transgender Discrimination Banned,Rhode Island becomes second state in country to ban transgender discrimination (S),U.S.,2001-07-19,/2001/07/19/us/national-briefing-new-england-rhode-island-transgender-discrimination-banned.html?searchResultPosition=45,US New
71,205,82,"FILM REVIEW; Betwixt, Between On a Glam Frontier","John Cameron Mitchell's Off-Broadway &quot;post-punk, neo-glam rock musical&quot; about the travails of an East German-born transsexual rock singer on the road in America has been adapted into a wildly funny and innovative film that is even more groundbreaking in its way than &quot;Moulin Rouge.",Movies,2001-07-20,/2001/07/20/movies/film-review-betwixt-between-on-a-glam-frontier.html?searchResultPosition=257,Arts
72,172,49,NEIGHBORHOOD REPORT: JACKSON HEIGHTS; An Antigay Attack Rekindles Ever-Present Fears,"Many residents of Jackson Heights, New York City, homs to growing number of gays, bisexuals, transvestites and transsexuals, are fearful since attack on Edgar Garzon in August; photo; he remain in coma (M)",New York,2001-09-02,/2001/09/02/nyregion/neighborhood-report-jackson-heights-antigay-attack-rekindles-ever-present-fears.html?searchResultPosition=107,US New
73,169,46,FILM REVIEW; A Thai Volleyball Team That Vives Its Différence,"Who could argue with a giddy feel-good comedy (based on a true story, no less) about a Thai volleyball team composed mostly of gay men, transvestites and transsexuals that defies expectations to win the national championships? A huge hit in Thailand, &quot;The Iron Ladies&quot; is the second-highest grossing Thai film ever.",Movies,2001-09-07,/2001/09/07/movies/film-review-a-thai-volleyball-team-that-vives-its-difference.html?searchResultPosition=103,Arts
74,238,115,Love in the 21st Century,Leslie Pollack Wenning letter praises inclusion of lesbian and transgender couples in Oct 21 issue on Love in 21st Century; photo,Magazine,2001-11-04,/2001/11/04/magazine/l-love-in-the-21st-century-928755.html?searchResultPosition=609,Misc
75,235,112,Love in the 21st Century,Hilary Kayle Crist letter criticizes Oct 21 issue on Love in 21st Century for including lesbian and transgendered couples and couple who survive only through benefits of prescription drugs; photo,Magazine,2001-11-04,/2001/11/04/magazine/l-love-in-the-21st-century-928771.html?searchResultPosition=604,Misc
76,1641,36,Love in the 21st Century,Leslie Pollack Wenning letter praises inclusion of lesbian and transgender couples in Oct 21 issue on Love in 21st Century; photo,Magazine,2001-11-04,/2001/11/04/magazine/l-love-in-the-21st-century-928755.html?searchResultPosition=179,Misc
77,1632,27,CASES; On Record: Conflicting Obligations,Dr Abigail Zuger discusses medical privacy in light of case of transgendered patient who asked that her status not be put in medical record (Cases column) (M),Health,2002-01-01,/2002/01/01/health/cases-on-record-conflicting-obligations.html?searchResultPosition=100,Health
78,1623,18,"FILM IN REVIEW; 'Hey, Happy!",Set in a retro-future version of Winnipeg — a city of deserted industrial buildings populated chiefly by undulating transgender prostitutes — Noam Gonick's  camp comedy is an apocalyptic fantasy that offers a comically literal perspective on the fundamentalist belief that homosexuality is leading to the end of the world.,Movies,2002-01-25,/2002/01/25/movies/film-in-review-hey-happy.html?searchResultPosition=32,Arts
79,138,15,Court Rejects an Estate Claim Filed by a Transsexual Widow,"Kansas Supreme Court rejects transsexual widow's estate claim because state laws do not recognize marriage between two people who were born the same sex; says 'post-operative male-to-female transsexual is not a woman'; Joe Gardiner sued to stop 'stepmother' J'Noel, born Jay Ball, from inheriting half of father's $2.",U.S.,2002-03-16,/2002/03/16/us/court-rejects-an-estate-claim-filed-by-a-transsexual-widow.html?searchResultPosition=25,US New
80,146,23,Metro Briefing | New York: Manhattan: Transgender Bill Passes,"New York City Council approves bill that extends protection from discrimination to transgendered people, transsexuals and others whose gender identity bill's backers say does not fit in societal norms (S)",New York,2002-04-25,/2002/04/25/nyregion/metro-briefing-new-york-manhattan-transgender-bill-passes.html?searchResultPosition=35,US New
81,1609,4,Metro Briefing | New York: Manhattan: Transgender Bill Passes,"New York City Council approves bill that extends protection from discrimination to transgendered people, transsexuals and others whose gender identity bill's backers say does not fit in societal norms (S)",New York,2002-04-25,/2002/04/25/nyregion/metro-briefing-new-york-manhattan-transgender-bill-passes.html?searchResultPosition=5,US New
82,242,119,About a Boy Who Isn't,"Letter from Lou Sanders on Benoit Denizet-Lewis's May 26 article on girl living as boy, called M; wonders about trauma to M's girlfriend when she discovers true gender of her 'boyfriend'",Magazine,2002-06-16,/2002/06/16/magazine/l-about-a-boy-who-isn-t-486981.html?searchResultPosition=613,Misc
83,176,53,Top Court Again Rejects Sentence Of Death,"New Jersey Supreme Court overturns death sentence of Leslie Ann Nelson, transssexual go-go dancer who killed police officer and an investigator with AK-47 rifle; ruling, which does not affect Nelson's guilty plea, sends case back to trial court for resentencing; photo (M)",New York,2002-07-31,/2002/07/31/nyregion/top-court-again-rejects-sentence-of-death.html?searchResultPosition=124,US New
84,190,67,"Girlhood, Chickdom and Womanliness","Article on this fall's style reading list, which includes self-help books for transsexuals, women and girls; photos (M)",Style,2002-09-01,/2002/09/01/style/girlhood-chickdom-and-womanliness.html?searchResultPosition=177,Arts
85,1637,32,"Girlhood, Chickdom and Womanliness","Article on this fall's style reading list, which includes self-help books for transsexuals, women and girls; photos (M)",Style,2002-09-01,/2002/09/01/style/girlhood-chickdom-and-womanliness.html?searchResultPosition=136,Arts
86,181,58,"NEIGHBORHOOD REPORT: GREENWICH VILLAGE; On Racy Christopher Street, Anxiety Over a Possible BID","George Forbes and other local merchants, seeking to rid neighborhood of garbage and late-night noise, face opposition from gay and transgendered community to proposal to form Christopher Street Business Improvement District in Greenwich Village; photo (M)",New York,2002-09-22,/2002/09/22/nyregion/neighborhood-report-greenwich-village-racy-christopher-street-anxiety-over.html?searchResultPosition=144,US New
87,145,22,"BOOKS ON HEALTH; On Being Male, Female, Neither or Both",Article discusses several new books on subject of transgender sexuality; drawing (M),Health,2002-10-29,/2002/10/29/health/books-on-health-on-being-male-female-neither-or-both.html?searchResultPosition=34,Health
88,1636,31,"BOOKS ON HEALTH; On Being Male, Female, Neither or Both",Article discusses several new books on subject of transgender sexuality; drawing (M),Health,2002-10-29,/2002/10/29/health/books-on-health-on-being-male-female-neither-or-both.html?searchResultPosition=135,Health
89,144,21,World Briefing | Europe: Britain: Proposal To Recognize Sex Changes,"British government proposes legislation granting transsexuals right to be legally recognized, to marry under their chosen sex, to be granted birth certificates noting their new sex and to claim pensions at age 60 for women and 65 for men (S)",World,2002-12-14,/2002/12/14/world/world-briefing-europe-britain-proposal-to-recognize-sex-changes.html?searchResultPosition=32,World News
90,147,24,'Normal',"""I thought there must be a reason female-to-male transsexuals were invisible.""",Books,2002-12-15,/2002/12/15/books/chapters/normal.html?searchResultPosition=39,Arts
91,151,28,Check as Many as Apply,"Erica Goode reviews book Normal: Transsexual CEO's, Crossdressing Cops, and Hermaphrodites With Attitude by Amy Bloom (M)",Books,2002-12-15,/2002/12/15/books/check-as-many-as-apply.html?searchResultPosition=47,Arts
92,192,69,PUBLIC LIVES; A Tender Woman and a Tough Advocate,"Public Lives profile of transgendered woman Melissa Sklarz, advocate for transgender rights; while many were celebrating passage of New York's first sexual orientation nondiscrimination law, transgender groups say their rights were not considered; photo (M)",New York,2002-12-27,/2002/12/27/nyregion/public-lives-a-tender-woman-and-a-tough-advocate.html?searchResultPosition=181,US New
93,1615,10,PUBLIC LIVES; A Tender Woman and a Tough Advocate,"Public Lives profile of transgendered woman Melissa Sklarz, advocate for transgender rights; while many were celebrating passage of New York's first sexual orientation nondiscrimination law, transgender groups say their rights were not considered; photo (M)",New York,2002-12-27,/2002/12/27/nyregion/public-lives-a-tender-woman-and-a-tough-advocate.html?searchResultPosition=12,US New
94,191,68,PUBLIC LIVES; A Tender Woman and a Tough Advocate,"Public Lives profile of transgendered woman Melissa Sklarz, advocate for transgender rights; while many were celebrating passage of New York's first sexual orientation nondiscrimination law, transgender groups say their rights were not considered; photo (M)",New York,2002-12-27,/2002/12/27/nyregion/public-lives-a-tender-woman-and-a-tough-advocate.html?searchResultPosition=180,US New
95,216,93,PUBLIC LIVES; Advice From the Last Gay Bookstore: Read On,"Public Lives profile of Vincent Migliore, owner of Creative Visions, New York bookstore devoted to serving gay, lesbian, bisexual and transgender community; photo (M)",New York,2003-01-16,/2003/01/16/nyregion/public-lives-advice-from-the-last-gay-bookstore-read-on.html?searchResultPosition=346,US New
96,1627,22,PUBLIC LIVES; Advice From the Last Gay Bookstore: Read On,"Public Lives profile of Vincent Migliore, owner of Creative Visions, New York bookstore devoted to serving gay, lesbian, bisexual and transgender community; photo (M)",New York,2003-01-16,/2003/01/16/nyregion/public-lives-advice-from-the-last-gay-bookstore-read-on.html?searchResultPosition=49,US New
97,136,13,World Briefing | Europe: Vatican: A Ban On Transsexuals,"Catholic news agency Adista publishes what it says is confidential Vatican document, signed by Cardinal Eduardo Martinez Somalo, banning transsexuals from religious orders and forcing any clergy members who undergo sex change to be expelled (S)",World,2003-02-01,/2003/02/01/world/world-briefing-europe-vatican-a-ban-on-transsexuals.html?searchResultPosition=23,World News
98,167,44,National Briefing | West: California: Guilty Plea In Transgender Case,"Nineteen-year-old Jaron C Nabors, one of four men charged in October 2002 hate-crime killing of Eddie Araujo, 17-year-old boy who lived like girl, pleads guilty in court in California; will testify against others (S)",U.S.,2003-02-25,/2003/02/25/us/national-briefing-west-california-guilty-plea-in-transgender-case.html?searchResultPosition=99,US New
99,1608,3,National Briefing | West: California: Guilty Plea In Transgender Case,"Nineteen-year-old Jaron C Nabors, one of four men charged in October 2002 hate-crime killing of Eddie Araujo, 17-year-old boy who lived like girl, pleads guilty in court in California; will testify against others (S)",U.S.,2003-02-25,/2003/02/25/us/national-briefing-west-california-guilty-plea-in-transgender-case.html?searchResultPosition=4,US New
